,admin1Pcod_1,admin1Name_1,admin1Pcod_2,admin1Name_2,local_date_1,local_date_2,trip_num,tour_num,id_num,tour_traj_distance,trip_traj_distance,time_range,trip_miles/person,miles/person,minutes/trip,minutes/person,trips/person,date_1,date_2,0_14_pct_1,15_64_pct_1,65p_pct_1,M_pct_1,Population_1,0_14_pct_2,15_64_pct_2,65p_pct_2,M_pct_2,Population_2,rwi_1,rwi_pctl_1,rwi_2,rwi_pctl_2,new_cases_1,new_cases_2,first_case,ban_travel,lockdown,lockdown_0,lockdown_1,lockdown_2,lockdown_3,lockdown_4,lockdown_5
46215,ZA9,Limpopo,ZA1,Western Cape,2020-06-16,2020-06-16,7,7,4,35278582.79653166,19337261.173823133,62217,3003.904257545797,5480.273763181094,148.13571428571427,259.2375,1.75,20200616,20200616,0.3322212084583728,0.5982309127294063,0.06954787881222096,0.47107489302560024,5527257.0,0.24146430881004144,0.6902282722160927,0.06830741897386587,0.4994387746892386,6898299.0,-0.020299216875639643,0.3333333333333333,0.48495156727992644,0.8888888888888888,29.0,1214.0,1,1,3,0,0,0,1,0,0
46216,ZA4,Free State,ZA1,Western Cape,2020-06-16,2020-06-16,11,11,10,23292992.523711607,10072782.822442131,286338,625.8937071528605,1447.3594535233988,433.8454545454545,477.23,1.1,20200616,20200616,0.28114593899768064,0.6555271573171474,0.06332690368517199,0.4905192097314189,2663702.0,0.24146430881004144,0.6902282722160927,0.06830741897386587,0.4994387746892386,6898299.0,0.2248492570676798,0.7777777777777778,0.48495156727992644,0.8888888888888888,66.0,1214.0,1,1,3,0,0,0,1,0,0
46217,ZA8,Mpumalanga,ZA9,Limpopo,2020-06-16,2020-06-16,76,75,70,22809403.612384062,8043617.323591582,748946,71.4010298037282,202.47294738356624,164.24254385964912,178.3204761904762,1.0857142857142856,20200616,20200616,0.30219785415266165,0.6444398558234767,0.053362290023861565,0.4955341209781855,4547481.0,0.3322212084583728,0.5982309127294063,0.06954787881222096,0.47107489302560024,5527257.0,0.0523010419666447,0.4444444444444444,-0.020299216875639643,0.3333333333333333,21.0,29.0,1,1,3,0,0,0,1,0,0
46218,ZA3,Nothern Cape,,,2020-06-16,2020-06-16,1,1,1,1597904.8079765846,795688.7886636936,10132,494.4180912618393,992.8920156141786,168.86666666666667,168.86666666666667,1.0,20200616,20200616,0.2905180543789262,0.6449880916225764,0.06449385399849747,0.5008080113808923,1251220.0,,,,,,0.09958456723393624,0.6666666666666666,,,6.0,,1,1,3,0,0,0,1,0,0
46220,ZA4,Free State,ZA4,Free State,2020-06-16,2020-06-16,8941,4650,3011,416671251.788729,106465040.3384954,41371060,21.970876468524324,85.98721770009462,77.11862953435484,228.9995571792317,2.969445366987712,20200616,20200616,0.28114593899768064,0.6555271573171474,0.06332690368517199,0.4905192097314189,2663702.0,0.28114593899768064,0.6555271573171474,0.06332690368517199,0.4905192097314189,2663702.0,0.2248492570676798,0.7777777777777778,0.2248492570676798,0.7777777777777778,66.0,66.0,1,1,3,0,0,0,1,0,0
46221,ZA5,KwaZulu-Natal,ZA1,Western Cape,2020-06-16,2020-06-24,1,1,1,2547253.386548487,1273626.6932742435,686892,791.3949368651099,1582.7898737302198,11448.2,11448.2,1.0,20200616,20200624,0.3109682093283005,0.6320226943362347,0.05700909633546477,0.4797594466393526,10418811.0,0.24146430881004144,0.6902282722160927,0.06830741897386587,0.4994387746892386,6898299.0,0.07735186107982292,0.5555555555555556,0.48495156727992644,0.8888888888888888,89.0,1650.0,1,1,3,0,0,0,1,0,0
46222,ZA9,Limpopo,ZA9,Limpopo,2020-06-16,2020-06-17,712,712,712,25601600.12973944,7918627.531063054,25682879,6.910684030702284,22.342832578370334,601.1909878277153,601.1909878277153,1.0,20200616,20200617,0.3322212084583728,0.5982309127294063,0.06954787881222096,0.47107489302560024,5527257.0,0.3322212084583728,0.5982309127294063,0.06954787881222096,0.47107489302560024,5527257.0,-0.020299216875639643,0.3333333333333333,-0.020299216875639643,0.3333333333333333,29.0,25.0,1,1,3,0,0,0,1,0,0
46223,ZA5,KwaZulu-Natal,ZA7,Gauteng,2020-06-16,2020-06-22,2,2,2,1745327.8014464655,683253.3690870869,1008632,212.2769802749092,542.2482084148776,8405.266666666666,8405.266666666666,1.0,20200616,20200622,0.3109682093283005,0.6320226943362347,0.05700909633546477,0.4797594466393526,10418811.0,0.22703936886350948,0.7223349844212468,0.050625646715243805,0.5123439321519871,14760167.0,0.07735186107982292,0.5555555555555556,0.6706237180439658,1.0,89.0,1519.0,1,1,3,0,0,0,1,0,0
46224,ZA6,North West,ZA8,Mpumalanga,2020-06-16,2020-06-16,7,7,7,5733250.676859298,2741352.249601444,153987,243.3424736681924,508.925258353652,366.6357142857143,366.6357142857143,1.0,20200616,20200616,0.2828745421867569,0.6531826641385288,0.0639427936747143,0.5169154144355026,3885864.0,0.30219785415266165,0.6444398558234767,0.053362290023861565,0.4955341209781855,4547481.0,-0.04677388157695324,0.1111111111111111,0.0523010419666447,0.4444444444444444,104.0,21.0,1,1,3,0,0,0,1,0,0
46225,ZA6,North West,ZA3,Nothern Cape,2020-06-16,2020-06-16,20,20,20,13001744.6868201,4287728.622496034,252931,133.2135523075251,403.94547986074144,210.7758333333333,210.7758333333333,1.0,20200616,20200616,0.2828745421867569,0.6531826641385288,0.0639427936747143,0.5169154144355026,3885864.0,0.2905180543789262,0.6449880916225764,0.06449385399849747,0.5008080113808923,1251220.0,-0.04677388157695324,0.1111111111111111,0.09958456723393624,0.6666666666666666,104.0,6.0,1,1,3,0,0,0,1,0,0
